business_id,business_name,category,quarter,count,rating,,,category,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),4/1/13,39,3.7,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),1/1/15,33,4.1,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),4/1/17,31,3.5,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),1/1/11,75,4,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),10/1/15,30,4.3,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),1/1/13,34,3.9,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),10/1/12,22,4.1,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),10/1/16,29,4.1,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),7/1/17,16,4,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),1/1/12,44,4.4,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),1/1/16,33,4.5,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),10/1/11,37,3.9,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),4/1/15,36,4.1,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),4/1/14,36,4.6,,,,,
vl2IZrNJEA8npSjqXbdwxw,BabyStacks Cafe,American (Traditional),7/1/13,34,4.2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/15,34,3.1,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/17,48,2.6,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/13,26,3.3,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/16,42,2.1,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/14,37,2.5,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/09,13,3.7,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/10,18,3.2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/13,21,3.1,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/12,21,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/10,13,3.4,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/09,12,3.1,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/12,18,2.4,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/11,31,2.9,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/07,12,3.5,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/09,27,3.3,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/14,33,2.5,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/14,25,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/10,16,3.2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/11,17,3,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/08,13,3.3,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/08,14,3.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/17,41,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/12,12,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/12,22,2.9,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/15,45,2.6,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/11,27,3.1,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/14,23,2.4,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/16,37,2.7,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/08,9,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/15,25,2.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/15,33,2.5,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/10,19,3.2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/16,33,2.9,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/16,52,2.6,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/08,12,4.3,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/13,24,2.7,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/11,26,2.7,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/17,20,2.2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/13,13,3.4,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),4/1/09,12,3.8,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),7/1/07,2,2,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),10/1/07,5,3.6,,,,,
PgJgpW4TKQ8IoALH2Yq-zA,Bayside Buffet at Mandalay Bay,American (Traditional),1/1/07,2,4.5,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),1/1/14,60,3.6,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),7/1/16,60,4.2,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),4/1/14,75,3.3,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),4/1/15,57,3.7,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),1/1/15,63,3.6,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),10/1/16,50,3.9,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),1/1/17,68,3.8,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),10/1/15,53,3.9,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),7/1/14,67,3.6,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),4/1/17,83,3.8,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),4/1/16,57,4.1,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),7/1/17,33,3.8,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),10/1/14,51,3.6,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),7/1/15,62,3.7,,,,,
iIwKW2cBAxjElE8eUzjwqA,Bobby's Burger Palace,American (Traditional),1/1/16,40,4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),7/1/15,65,4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),1/1/17,68,4.4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),10/1/16,87,4.1,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),1/1/14,55,3.2,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),4/1/17,92,4.1,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),10/1/14,49,4.1,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),4/1/14,63,3.8,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),7/1/16,72,4.3,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),4/1/15,58,3.7,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),10/1/15,63,4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),4/1/16,88,4.4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),1/1/16,77,4.2,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),7/1/14,91,4,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),1/1/15,50,3.6,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),7/1/17,24,4.5,,,,,
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,American (Traditional),10/1/13,60,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/12,70,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/17,36,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/13,60,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/09,87,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/13,81,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/14,59,3.7,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/13,84,3.5,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/08,46,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/16,43,3.6,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/14,80,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/11,71,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/16,45,3.6,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/11,64,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/12,55,3.7,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/09,59,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/08,38,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/10,88,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/14,88,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/07,11,4.4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/12,68,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/12,61,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/09,57,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/11,68,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/07,22,4.2,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/10,68,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/14,86,3.6,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/15,64,3.7,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/15,60,4.2,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/13,61,3.6,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/17,41,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/09,58,4.1,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/15,50,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/11,71,3.9,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/15,48,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/10,89,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/10,64,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/16,41,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/08,29,4.1,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/16,44,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/17,12,3.1,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/07,21,3.6,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/07,10,3.8,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/08,22,4.2,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),1/1/06,3,4.3,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/06,5,4.2,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/05,2,4,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),4/1/06,2,4.5,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),7/1/06,3,4.7,,,,,
Cni2l-VKG_pdospJ6xliXQ,Burger Bar,American (Traditional),10/1/05,1,4,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/12,18,3.1,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/07,6,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/15,26,2.9,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/12,20,3.4,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/17,9,3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/16,24,3.7,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/13,25,3.1,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/15,35,3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/14,24,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/10,18,3.1,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/09,9,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/08,13,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/16,24,3.7,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/17,36,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/14,29,3.6,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/11,24,3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/09,13,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/11,20,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/08,11,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/12,24,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/15,28,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/16,23,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/14,23,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/16,31,3.6,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/13,17,2.6,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/11,12,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/14,21,3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/10,20,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/13,24,3.1,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/11,20,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/17,29,3.6,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/12,20,3.1,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/15,28,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/10,11,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/06,1,2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),7/1/09,11,2.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/10,10,3.4,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/08,7,3.9,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/07,4,2.8,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),4/1/09,8,3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/13,7,3.3,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/08,8,3.5,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),1/1/07,4,3.2,,,,,
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,American (Traditional),10/1/07,1,3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/13,18,3.3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/13,29,3.3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),4/1/12,32,3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/11,33,3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),4/1/09,17,3.4,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/09,7,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/11,38,3.3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/09,24,3.2,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/15,34,2.9,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/08,7,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/15,38,2.7,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/09,17,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/15,26,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),4/1/14,26,3.3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/10,14,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/16,18,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/12,23,2.7,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/16,23,3.3,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/14,35,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),10/1/06,1,5,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),4/1/17,19,3.6,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),7/1/12,26,3.1,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),4/1/16,20,3.4,,,,,
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,American (Traditional),1/1/07,4,3.8,,,,,
